idx,class,conversation
237,일반 대화,우리 오빠 잘 살까?\n 키키 아니 너희 행님 잘사는 걸 우리한테 물으면 어째\n 키키 오빠 창원에 계신다고 했나\n 이렇게 생각은 하는 데 전화는 안 함 ㅋ\n 키키 전화하면 간단히 해결되는 궁금증 아닌 가여\n 말보다 행동으로 키키 보여주셈\n 내친구 **이는 토요일에 상견례래...\n 오 상견례 너무 옛날에 했다 ...나는\n 와 다들 키키 진짜 다 결혼을 하는구나\n 상견례 그게 진짜 토 나오는 일인데 키키\n 기억도 안 난다 뭔가 키키 긴장 폭발\n 생각만 해도 불편하다 뭔가\n 가족 대 가족의 만남... 그 어색함... 키키\n 7년 전인가 ? 벌서 ... ㄷㄷ 늙었음\n 그때 진짜 딱 처음 뵙나 ? 아님 이미 보고 ?\n 어 진짜 우리 엄마빠가 이상한 소릴 하진 않을까 하는 두려움 키키\n 한정식 집에서 엄청 딱딱하게 했던 기억이 ...\n 어우 ㅠㅠ 몬 느낌인지 알 꺼 같다 드라마로 배움\n 당연히 그때 처음 뵙지 키키\n 나도 한정식 음식 하나도 기억 안 남\n 우리 장인 어른이 보시다시피 우리 집에서 첫 째딸만 뚱뚱합니다 했다 키키\n 키키 한정식집이 그래서 잘 되는구나 키키\n 키키 오 분위기 메이커였네 그래도\n 키키 어색함을 깨기 위한 멘트\n 키키 진짜 웃기다\n 키키 그때 지금보다 날씬했지 않나 훨씬
238,일반 대화,다들 자전거 잘 타는 편이야?\n 예전엔 잘 탔는데 지금은 무서워\n 나 며칠 전에도 전기 자전거 탔어 키키\n 전기 자전거 어때? 재밌어?\n 전기 자전거 폐달 안 밟아도 그냥 가는 거지?\n 아니야 페달은 밟아야 해 키키\n 근데 힘이 안 들어가 하하\n 와 전기 자전거 엄청 좋네 키키\n 우와 그럼 탈만 하겠는 걸?\n 오르막길도 엄청 잘 가더라 내리막도 스릴 넘쳐 키키\n 헐 내리막 진짜 장난 아니겠다 키키\n 와 진짜 재밌겠다\n 내리막길에 안 멈추면 재밌잖아\n 응 근데 좀 무서워서 브레이크 잡아 줘야 해 키키\n 맞아 키키 내리막은 브레이크 잘 잡아야겠다 ㅠㅠ\n 키키 그렇긴 하지 자전거도 조심히 타야 해\n 맞아 항상 안전이 우선이야 키키\n 자전거 탈 때 헬멧도 꼭 쓰고 타야 해 ㅠㅠ\n 맞아 항상 안전이 최우선이야\n 아 근데 자전거는 헬멧 쓰라고 안 하더라!
239,일반 대화,행군 너무 힘들었어.\n 나도 행군 해봤잖아.\n 국토 대장정 말하는 거지?\n 응 엄청 힘들었어.\n 행군하면 발이 너무 아퍼.\n 전투화 신고 해서 그럴거야.\n 발에 물집 엄청 잡혀.\n 물집 잡히면 아프겠다.\n 어깨도 허리도 다 아퍼.\n 행군 정말 힘들지.
240,일반 대화,어제 어느 아파트에서 불이 났대... ㅠㅠ\n 아파트에서 불 나면 손해가 많겠다 ㅠㅠ\n 인명 피해는 없는 거야? ㅠㅠ\n 너무 마음 아프다\n 다들 새벽에 대피했다더라구\n 정말 다행이네\n 불은 잘 껐어?\n 그럼 정말 다행이구나\n 다행히 인명피해는 없었대\n 아파트에서 불 나보는 게 내 소원이야\n 불나면 경제적인 손실도 정말 커서 119소방대의 역할이 정말 중요해\n 불은 언제나 조심해야 해\n 런닝맨처럼 도망가보고 싶어\n 다들 불나면 도망쳐 끄려다가 죽는대\n 맞아...\n 다들 가스 점검 잘해\n 119는 항상 불이 꺼져야 오더라고\n 한 달에 한 번씩 점검 받고 있어서 난 괜찮을 거 같아\n 아무튼 안전이 제일 중요해\n 다들 안전 조심하자\n 안전이 최고지!\n 좋은 말인 거 같아
241,일반 대화,"궁금한게 있는데~ 군대는 왜 그렇게 사건, 사고가 많을까?\n 아무래도 임무가 힘들어서 그런게 아닐까?\n 설마 나라를 지키는 일이라서 그런거라고 생각하는건 아니지?\n 왜? 그런 이유가 아닌가?\n 나도 그런 이유라고 생각하는데? 아니야?\n 물론 그런 이유도 있겠지만 꼭 그런건 아니라고 말하고 싶다~\n 그럼 무슨 다른 이유가 있는 거야?\n 나라를 지키는 일이 힘들어서 그런 거라고만 생각했어~\n 남자들끼리 계급별로 서열을 가지고 있으니 당연히 조직처럼 되겠지?\n 아. 결국 남자들의 지배 욕구라는 말인거구나?\n 그렇구나. 남자들끼리 지내면 충분히 그럴 수 있겠다.\n 그런데 문제는 그런 사회를 못 견디는 사람도 있다는거지.\n 그래서 고문관도 나오고 그런거야? 너무 슬픈데?\n 선임들이 좀 잘해주면 안되나?\n 규율은 규율이니까. 보안과 관련된 일이라 무조건 감싸줄 수도 없지 뭐."
242,일반 대화,"지금 중간고사 기간이야?\n 기말고사겠지 이 친구야 하하\n 넵 근데 거의 끝났어요 하하\n 이제 시험 몇 개 남았어?\n 중간고사는 진작에 끝났지\n 아닙니다 중간고사 맞아용\n 아하 전공은 다 쳤어?\n 이제 슬슬 방학 시작하겠네 조만간\n 넵 하하 이제 교양만 남아서 널널해용\n 아재요 지금 중간고사라니까...\n 11월인데 왜 방학을 안 하냐?\n 키키 기말고사는 다음 달에 있습니다 !\n 아재요 기말도 남았다고 키키\n 헐 무슨 그런 일이 키키\n 기말고사 남아 있습니당 !\n 방학은 다다음달 하하\n 완전 뱀띠 아재... 덜덜덜\n 아 라떼랑은 많이 다르군\n 키키 뱀띠 아재, 넘 웃겨용 키키"
243,일반 대화,"사람들이 요즘 옷을 많이 산대\n 이제 슬슬 사겠지\n 옷 소비가 엄청 늘었대 하하\n 행님 붕어빵 에프 돌리는 거 많다\n 모임이 많아 져서 그런 듯\n 나도 나갈라니까 입고 갈게 없다\n 갑자기  붕어빵 에프 키키\n 아니 붕어빵먹고싶다길래,\n 키키 맛있드라고\n 붕어빵은 사 먹어야 제 맛이야...\n 그건 그렇지 바로 해야 맛있지\n 키키 에프 붕어빵 맛있음?\n 웅 팥이랑 치즈랑 다양함"
244,일반 대화,"저녁되니 좀 시원하구만요\n 낮에는 너무 정신없어서 땀 줄줄 났는데\n 지금창문열어놓으니 바람이좋다\n 따뜻한커피생각나네,\n 엉 시원하네\n 그래도 아직은 아이스다 언니\n 그래도 겨울보다는 여름이 좋은데\n 키키 난 일하긴 겨울이좋다 여름에 있을곳이없음\n 아하 어르신집가면 또 춥지않아요?\n 언니 더위 많이 타는가?\n 근데 대기시간이 많아서 차에있기엔 겨울이지\n 여름엔 답도 없다\n 아 여름에도 에어컨 틀어놓고 차에 있으면 되잖아\n 난 겨울에는 꼼짝도 하기 싫어서\n 그게 진짜 오래있어야됨\n 오늘도 차에 3시간 대기타는데 죽겠더라\n 키키 요새 날씨가 제일 애매하지\n 차에서 에어컨 틀기도 그렇고\n 오늘은 틀고다녔는데 그늘에 세워도 덥고\n 오늘 집에 오려고 차에 탔는데 차 시트가 너무 뜨거워서 열선 틀어놨는 줄 알고 계속 확인했다니까"
245,일반 대화,해외 여행 갈 때 경유가 좋을까 직항이 좋을까?\n 그건 금전적 여유에 따라 다르겠지? 키키\n 음... 나는 돈을 떠나서 스탑오버를 해 보고 싶어\n 그게 뭔데?\n 공항 투어 이런 건가\n 아니 키키\n 경유 한 도시를 하루 정도 구경하는 거야!\n 그게 가능해?\n 비자가 있어야 하잖아 하하\n 가능하더라고~ 24시간 무이자 입국!\n 오 그러면 다음엔 그렇게 나도 가 봐야지\n 그래서 지금 상하이 경유해서 가는 비행기 알아보는 중이야!\n 괜찮네 키키\n 상하이 갔다가 최종 목적지는 어딘데?\n 물어봐 줘서 고마워 말하고 싶었는데 키키\n 이번에 중동 가보고 싶어서 두바이로 갈 거야! 하하\n 부럽다 ㅠㅠ\n 나도 시간만 있으면 여행 가는 건데...
246,일반 대화,다들 피부 관리 어떻게 하고 있어?\n 예전에는 피부 관리실 갔는데 이제는 셀프로 해\n 나는 피부 관리라고 할게 있나\n 그냥 겨울이니까 보습에 신경 쓰지\n 나도 피부과 다니면서 피부 관리 좀 해야 하나 ㅠㅠ\n 나도 그냥 가끔씩 팩 붙이고 아이 크림 잘 바르고 그 정도 ㅜㅜ\n 피부과 말고 또 어디에서 피부 관리 받지 않아?\n 에스테틱? 맞나?\n 나도 잘 몰라 여잔데 ㅠㅠ\n 피부샵 아닐까?\n 난 거기서 받았어\n 아 맞아 피부샵 키키\n 에스테틱은 마사지 주로 해주지 않아?\n 키키 나 바보인가 아무것도 모르네 키키\n 키키 모를 수 있지 난 관심이 많아서\n 나도 들어본 적 있는 것만 알아 키키\n 팩은 어떤 거 써?\n 나도 팩으로 관리 좀 할까 ㅠㅠ\n 팩은 그냥 올리브영에서 파는 거 사\n 나도 한번씩 하면 가서 사와 키키\n 귀차니즘이 없어져야 ㅠㅠ 피부 관리도 하고 그러는데 ㅠㅠ\n 그렇지 나도 귀찮아서 안 하는 중\n 맞아 진짜 부지런해야 관리할 수 있어 키키
247,일반 대화,니 군대 다시 가야 할 듯\n 왜 키키 내한테 왜 그라는데\n 싸이 행님도 2번인가... 3번 갔나?\n 세 번 갔나?\n 모르겠다 키키\n 내는 한 번 하고 치울래...\n 그 행님 갈 때마다 정신 차리드라이가\n 어찌 또 갔다 오너...\n 내 체력도 이제 안 된다\n 니 넘 나약해서 안 된다\n 30 넘어서 진짜 못 갈 거 같은데\n 한 번 더 갔다 온나\n 안 된디\n 행님이나 갔다 온나...\n 내한테 그라지 마셈...\n 이제 폰도 쓸 수 있대\n 함 더 갔다 오셈\n 왜 키키 안 갈 거라고!\n 싫다고!
248,일반 대화,"아파트 주차 매일 이 전쟁이야\n 아니 화장실 청소는 얼마 만에 해 다들?\n 요즘 아파트 주차 자리가 업성 ㅠㅠ\n 어제는 조금 늦어서 밖에 댔음...\n 주차 전쟁인 곳 많더라 ㅠㅠ 다행히 우리 아파트는 널널해\n 화장실 청소는 2주에 한 번 해도 엄청 오랜만에 하는 거 같아\n 화장실 청소? 더러워지면...\n 밖에 댈 정도야?\n 1가구당 차가 많은가,\n 화장실 너무 쉽게 잘 더러워져\n 화장실 청소 진짜 귀찮...\n 화장실 청소 너무 귀차나 ㅠㅠ\n 그래서 뭔가 차라리 짧게 짧게 자주가 나은 거 같아\n 그래서 그냥 건식으로 써!  엄청 편해\n 습하면 물때가 넘 빨리 생겨... 아기 있으니 해야 될 것만 같고\n 요즘 건식으로 많이 쓰더라\n 그니까 건식이 낫드라구\n 건식으로는 어찌 쓰는 거야? 샤워를 안 해?\n 맞아 물 튀면 어떻게 하죠?\n 하는데 욕조 안에서만 철저하게 키키\n 어우 나 그렇게 하는데 키키\n 아? 물이 최대한 안 튀게 하는가요?\n 나 화장실도 청소기 돌리고 그냥 걸레로 먼지 닦음\n 맨날 스퀴지? 그거 하고 ㅠㅠ 그래도 변기에 엄청 빨리 생겨\n 와 화장실 청소기라니 신세계다 키키"
249,일반 대화,"어제 토익 치고왔어.\n 토익은 왜 쳤어?\n 이번에 경찰시험 과목이 바뀌는데 영어 과목이 토익으로 대체된다고 하더라고.\n 아 그래? 몇점 넘어야 패스야?\n 550점인데 네 기준에는 좀 낮지?\n 나는 만점을 목표로 공부했으니까, 550점이면 쉬워 보이는데?\n 나는 태어나서 처음 토익 쳐봐서 쉽지가 않더라.\n 몇개정도 못 풀었어?\n 20개정도 못 푼것 같아.\n 그래도 첫 토익 치고는 많이 풀었네.\n 고마워. 다음주에 한번 더 신청 해놨어.\n 맞아 토익은 감 잡힐때 까지 연달아서 치는게 중요해."
250,일반 대화,엄마 요즘 다이어트하고 있는 거 같던데?\n 엄마는 맨날 다이어트한다고 하고 있지 키키\n 요즘 그래서 아빠랑 자전거 타러 다니잖아\n 아니 뺄 것도 없는데 왜 그래\n 운동하고 좋지 뭐\n 그래 나이 들수록 관리해야지\n 나는 요즘 눈썹 문신할까 생각 중 키키\n 왜?\n 눈썹 진하잖아?\n 건드릴 게 뭐 있다고\n 조금 빈 곳이 있잖아\n 키키 요즘 많이 하니까\n 돈 낭비다 키키\n 하지 마\n 그래 지금도 괜찮아\n 가족이니까 괜찮다고 하는 거지 키키\n 키키 살짝 해\n 그러면 키키 심하게는 말고\n 지금도 잘생겨서 괜찮아
251,일반 대화,얘들아 내 자취방 전세 드디어 팔렸어\n 너 전세 내놓은거 있었어?\n 이사 가는거야?\n 웅웅 그래서 나 이사갈 듯? **으로 갈 것 같아\n ** 좋지!\n ** 좋지~\n 나 **이잖아\n 그니까 그건 좀 별론데\n 나도 사촌이 **살아서 ** 많이 가봤어!\n 아 그래?\n 아니 왜... 어때서...\n 놀 것도 많고 좋더라!\n 오 그래? 다행이네\n 서울도 1시간 거리이고 교통도 편해\n 오 좋다 서울 자주 나가야겠다
252,일반 대화,나 오늘 자격증 시험 치러 가 ㅠㅠ\n 오 자격증 준비하고 있었어?\n 응 맞아 키키 기능사 시험 칠 거야\n 기능사도 종류 많지 않아? 안 어려워? ㅠㅠ\n 기사 준비하려면 기능사 먼저 해야 하니까 ㅠㅠ\n 진짜 공부는 끝이 없는 거 같아 ㅠㅠ 성인 되면 안 할 줄 알았는데...\n 그니까~ 키키 나 합격 할 수 있겠지?\n 그럼 당연하지! 노력은 절대 배신 안 한다구!\n 고마워 키키 너는 요즘 자격증 안 따?\n 나는 회계 했었는데 ㅠㅠ 공부는 진짜 나랑 안 맞는 거 같아... [이모티콘]\n 회계? 키키 그건 듣기만 해도 어려운 걸 그치?\n 웅 그리고 자격증이랑 실무랑 또 다르니까 ㅠㅠ 이것저것 생각이 많아지더라구!\n 그래도 회계는 따 놓으면 도움 많이 된다더라!\n 웅 어느 회사든 회계는 다 있어서 취업할 때 편하긴 한 거 같아 하하\n 그렇구나 그럼 다음 자격증은 회계 도전! 하하\n 오 그러다 스트레스 받아서 탈모 생길 거 같은데! 할 때 그럼 같이 도전하자!
253,일반 대화,너 오늘 야근이냐?\n 어 형도 야근이면 뭐 시켜 먹을까?\n 어 나도 야근이라 뭐 시켜 먹자\n 햄버거 먹고싶은데 형은 어때?\n 햄버거 좋지 배달?\n 회사 밑에 수제버거 집 있어 내가 사올께\n 그래 몇시쯤 먹을까?\n 한 6시 30쯤 사올께\n 응 좋은데 괜찮겠어?\n 바쁘지 않아?\n 뭐 먹을꺼야 종류 골라봐\n 버거 종류 머 있지?\n 내가 거기 메뉴판 사진 찍어놓은거 있어 잠깐만
254,일반 대화,발레학원은 주변에 있나요?\n 네~ 전화해봤는데 역시 남아는 단 한명도 없대요 키키\n 혼자다니긴 그렇겠어요^^;\n 남아 4명을 모아오면 따로 반을 개설해줄 수 있다는데 세상에 발레에 관심있는 남아가 어딨어요 ㅠ\n 혼성반은 안되나보네요~?\n 우리애는 어짜피 유치원에서도 늘 여자들 사이에서 놀던데요\n 되는데 학원에서 걱정하더라고요. 남자애 혼자면 한달만에 나간다고\n 그래서 더 여자아이들 문화에도 관심이 많나보네요\n 그런가봐요?\n 지금 다니는 오감과 태권도는 다 즐겁게 가나요?\n 노는것도 앉아서 책 만들고 그림그리고 그러면서 놀아요.
255,일반 대화,그럼 차 사주라 우린 깐부니까\n 차 정도면 *이가 충분히 사줄 수 있어\n 응 아니야 천안은 옛날부터 교통의 중심이지\n 근데 난 버스 탈일도 기차 탈일도 없어\n 난 버스 탈일이 정말 많아\n 그러면 택시를 타 보는 게 어때?\n 난 전용 비행기 있어서 그거 타고 다녀서 별루 ㅋ ㅋ]\n 택시는 돈이 정말 많이 들어\n 요새는 전동 킥보드가 대세지\n 아니 나는 전용 비행기 타고 다닌다니까 ?\n 그래서 난 버스를 자주 애용하는 편이지 전철이랑\n 오우 그러면 나도 비행기 태워줘\n ㄴㄴ 내 전용기는 커플 전용이야 솔로 못타\n 킥보드를 열심히 타다보면 어느새 프로가 되어있는 내 모습을 마주해\n 에이 퉤 안타고 말어\n 못 타는 거야 말은 바로 하자\n 못 타는 게 맞긴 하지 키키\n 말은 바로 하자니깐 말타고 싶네\n 와 진짜 노잼이야... 사람이 좀 돌아다니고 그래봐 그래야 그런 말을 안 쓰지\n 말을 타고 다니는 사람들 우리 학교 근처에 있더라\n 나도 등교할 때 말 한번 타는 게 소원이야\n 등교할 때 말을 왜 타 키키\n 아니 그냥 취미로 타고다녀 왜그래...\n 등교할 때 말 타면 돈 안 들잖아 나 꼭 탄다 말리지마
256,일반 대화,군대에서 먹었던 거 중에 기억나는 거 있어?\n 나도 궁금해 밥에 뿌려 먹는 뭐 있다던데\n 대부분 냉동이긴 한데 군데리아가 젤 기억에 남아\n 건빵에 우유도 말아서 먹는다고 하던데\n 고추장인가 여튼 남자들이 좋아하는 거 있던데\n 맞아 별에 별 레시피가 다 나오게 돼\n 맛다시 말하는거야? 나 그거 먹어봤어\n 맞아! 맛다시였던 거 같아\n 잉 니가 그거 어떻게 먹어봄 ?\n 예전 남자친구가 군인 이여서 건빵도 먹어봤어\n 군대 건빵은 시중에 파는 거랑 달라?\n 거의 비슷한데 더 목 막히는 것 같아\n 근데 군대 건빵은 양이 진짜 많더라고 별 사탕도 들어있고\n 역시 사제가 최고구나\n 그래도 맛다시라도 있어야 밥이 술술 넘어가
